zipcode,near_ATTRAC,near_museum,near_Performing_arts
7536,3.7,5.9,5.2
7541,0.7,2.6,1.8
7542,2.6,4.8,4.1
7543,2.2,3.4,2.7
7544,3.4,5.0,4.3
7545,3.2,3.4,2.9
7546,5.0,6.1,5.5
7547,3.6,4.8,4.6
7548,5.9,6.8,7.8
7551,1.7,0.6,0.9
7552,2.7,2.5,2.2
7553,0.8,1.0,1.2
7554,6.0,5.6,6.9
7555,1.9,1.7,2.2
7556,2.8,1.6,2.0
7557,3.0,1.8,1.9
7558,5.7,4.4,4.6
7559,5.9,4.4,5.0
7561,7.6,6.0,6.1
7562,9.4,4.7,4.9
7571,12.7,0.4,0.6
7572,12.4,0.9,1.1
7573,13.2,0.7,0.8
7574,11.5,2.0,2.4
7575,11.4,2.3,2.7
7576,11.9,2.5,2.7
7577,12.8,2.4,2.3
7581,11.6,8.8,9.1
7582,10.6,8.6,9.0
7585,8.8,7.5,7.8
7586,12.6,11.1,11.4
7587,16.4,5.3,5.1
7588,16.7,2.8,7.4
7591,15.1,1.3,9.5
7595,6.8,7.2,7.6
7596,10.9,5.0,4.9
7597,6.9,6.4,4.2
7601,4.7,1.4,1.3
7602,3.6,2.0,2.0
7603,5.3,2.9,2.8
7604,2.6,2.1,2.2
7605,3.3,1.3,1.6
7606,3.9,1.9,2.1
7607,4.1,0.9,0.9
7608,4.9,3.7,3.5
7609,4.2,3.6,3.8
7610,4.3,3.7,4.6
7611,3.1,4.5,4.5
7614,7.0,5.0,4.9
7615,6.3,5.8,5.7
7621,1.2,1.8,3.8
7622,1.9,0.9,3.1
7623,2.9,1.7,2.8
7625,4.2,4.3,3.6
7626,3.9,3.1,0.9
7627,7.0,5.9,5.8
7631,6.1,0.7,11.6
7634,9.8,4.2,12.7
7635,12.8,7.1,16.0
7636,5.7,2.6,10.3
7637,7.6,2.3,13.7
7638,5.7,2.8,13.9
7641,4.2,6.1,6.4
7642,4.0,5.8,5.8
7645,8.1,5.4,8.8
7651,1.3,8.4,11.2
7661,5.3,6.0,15.5
7662,8.2,5.5,16.8
7663,5.8,7.6,15.9
7664,6.3,10.2,15.2
7665,5.4,7.4,6.5
7666,2.2,7.9,9.4
7667,2.3,5.1,11.5
7668,2.8,4.9,13.6
7671,7.6,1.7,8.2
7672,7.9,1.2,8.8
7675,10.7,8.7,14.3
7676,9.3,5.5,13.3
7678,6.1,8.1,10.2
7679,9.0,9.7,14.9
7681,7.4,8.5,14.5
7683,7.8,9.7,12.5
7685,3.3,11.4,11.4
7686,5.3,10.0,13.3
7687,9.4,6.0,12.3
7688,9.7,8.1,10.4
7691,6.1,15.1,7.0
7692,2.7,12.0,9.0
7693,7.8,9.0,13.8
7694,10.7,11.6,11.2
7695,8.3,16.7,7.1
7696,5.2,16.1,4.1
7701,8.6,1.8,13.4
7702,9.7,2.3,14.8
7705,5.4,4.9,11.3
7707,10.5,6.1,16.2
7711,13.8,2.3,10.2
7715,13.1,5.4,12.1
7721,11.2,8.6,1.4
7722,10.1,7.8,4.7
7731,1.5,1.7,13.7
7732,2.0,2.7,13.7
7734,6.3,5.5,8.1
7735,3.6,3.9,12.8
7736,1.2,9.5,11.2
7737,6.6,6.7,9.8
7738,6.4,6.4,12.8
7739,9.6,5.3,13.8
7741,2.2,1.7,14.7
7742,2.8,1.8,15.8
7751,3.4,5.3,11.5
7753,6.3,7.3,16.3
7754,6.5,8.5,11.2
7755,4.2,7.4,10.8
7756,4.6,5.8,13.9
7761,10.4,10.8,15.0
7764,8.3,10.0,11.1
7765,15.4,10.3,17.0
7766,18.0,14.1,20.7
7771,2.1,13.3,1.8
7772,4.6,13.4,1.8
7773,3.9,12.5,2.8
7775,2.5,9.2,7.0
7776,1.6,8.5,9.1
7777,3.9,10.6,11.4
7778,7.8,11.0,4.9
7779,4.3,5.5,10.1
7781,4.1,10.4,10.6
7782,5.9,8.4,11.6
7783,7.9,9.1,6.2
7784,6.3,9.5,6.3
7785,7.0,10.7,4.7
7786,9.2,10.4,7.0
7787,7.0,8.1,8.6
7788,6.2,7.5,8.5
7791,10.4,13.7,7.7
7792,7.5,15.5,5.1
7793,6.2,14.3,3.7
7794,2.0,13.3,4.9
7795,4.0,12.0,7.8
7796,3.8,10.7,3.7
7797,4.6,9.1,6.6
7798,4.2,11.0,4.1
7811,0.8,7.4,0.8
7812,2.3,8.9,2.8
7813,4.4,9.7,5.1
7814,4.1,9.7,4.1
7815,2.2,9.0,2.0
7821,2.5,5.6,2.7
7822,1.9,7.6,1.8
7823,4.4,7.1,4.2
7824,3.3,5.4,3.3
7825,3.9,5.2,4.7
7826,5.7,3.1,5.8
7827,3.4,7.3,4.9
7828,7.6,6.8,9.2
7831,7.7,7.9,6.4
7833,8.2,10.6,9.0
7841,5.0,10.4,1.1
7842,5.1,10.7,1.6
7843,2.7,12.7,3.7
7844,8.1,11.3,8.7
7845,6.7,9.9,7.5
7846,7.4,8.2,2.1
7847,7.0,8.9,5.8
7848,7.6,1.1,8.6
7849,8.1,1.7,10.8
7851,8.6,7.0,6.6
7852,6.0,6.5,8.9
7853,4.9,3.4,11.1
7854,8.7,8.5,7.3
7855,9.3,10.2,8.9
7856,9.3,10.0,4.1
7858,8.5,3.3,12.5
7859,7.7,3.4,12.5
7861,10.4,12.3,6.7
7863,10.9,12.8,9.1
7864,9.9,11.4,12.4
7871,6.2,9.7,6.4
7872,5.6,12.5,8.5
7873,4.2,9.7,8.7
7874,8.4,4.3,9.2
7875,0.8,9.2,12.5
7876,8.0,9.9,10.6
7877,6.3,6.1,7.5
7881,8.5,7.3,4.6
7884,12.9,1.8,10.2
7885,7.1,1.1,7.7
7887,7.7,6.8,9.2
7889,9.1,3.0,9.3
7891,9.8,4.0,10.7
7892,9.4,3.5,9.7
7894,13.5,5.7,14.3
7895,6.4,6.4,1.5
7901,1.1,9.3,0.6
7902,1.7,9.8,0.9
7903,3.5,11.7,2.5
7904,3.8,11.5,3.0
7905,3.3,10.3,2.3
7906,2.1,9.1,1.2
7907,1.2,8.5,0.8
7908,2.4,6.9,2.5
7909,1.9,7.9,2.3
7910,10.5,13.6,9.4
7911,8.0,15.2,7.0
7912,8.1,15.4,7.1
7913,7.1,11.8,6.5
7914,5.8,13.2,4.9
7915,6.6,7.4,6.0
7916,9.3,12.4,11.2
7917,12.0,13.5,11.2
7918,10.8,11.9,12.0
7921,8.1,1.6,8.1
7924,11.3,4.0,11.3
7925,8.1,4.9,11.3
7926,7.4,6.8,7.3
7927,6.0,5.7,5.3
7928,6.5,14.6,5.5
7929,10.3,11.4,13.8
7931,4.0,10.2,3.2
7932,6.6,7.1,6.7
7933,7.2,14.3,6.3
7934,5.1,13.4,3.9
7935,7.8,15.2,6.8
7936,7.4,14.2,6.2
7937,7.9,13.7,6.7
7938,10.8,11.3,11.8
7941,1.8,0.6,0.7
7942,2.6,1.3,1.7
7943,2.3,3.1,3.2
7944,3.5,2.1,1.9
7946,8.9,6.3,7.7
7948,6.8,5.1,5.6
7949,5.0,6.1,6.1
7951,7.1,1.5,6.4
7954,10.5,4.8,9.8
7955,9.0,7.1,10.1
7957,7.9,6.9,9.0
7958,9.9,10.4,10.8
7961,7.1,7.2,7.5
7963,11.9,13.4,11.2
7964,14.6,10.7,14.0
7965,5.0,6.0,6.1
7966,6.0,6.2,7.0
7971,10.2,9.1,9.5
7973,10.5,6.8,7.2
7974,11.3,5.3,5.6
7975,13.4,8.5,12.9
7981,13.5,0.7,18.6
7983,16.1,3.6,15.0
7984,14.7,2.0,19.7
7985,11.8,4.4,20.9
7986,16.8,3.6,16.1
7991,16.4,5.3,18.4
8011,1.6,6.6,0.7
8012,2.3,7.3,1.3
8013,3.1,8.1,2.3
8014,4.7,9.0,4.3
8015,6.5,10.0,6.3
8016,4.3,8.6,4.3
8017,2.4,6.7,2.7
8019,0.7,5.1,1.5
8021,2.2,7.4,0.6
8022,1.9,8.3,1.4
8023,1.9,8.2,1.5
8024,1.6,10.5,3.6
8025,2.5,9.1,2.3
8026,5.8,11.1,6.2
8028,6.8,9.2,8.1
8031,3.2,8.0,1.8
8032,3.6,9.3,2.6
8033,4.4,10.1,3.4
8034,2.3,11.0,3.9
8035,6.4,11.4,8.0
8041,2.0,5.1,2.3
8042,4.2,7.8,3.6
8043,5.2,9.3,4.1
8044,6.8,10.8,5.8
8045,8.0,11.3,6.9
8051,1.6,1.1,6.3
8052,2.8,1.6,5.2
8055,9.3,6.5,9.2
8061,11.8,7.2,11.9
8064,13.5,1.0,12.1
8066,13.5,5.5,12.2
8071,8.8,1.1,12.9
8072,7.6,2.3,14.7
8075,14.9,9.9,14.6
8076,14.9,6.6,18.0
8077,9.2,4.1,9.3
8079,9.9,7.7,7.7
8081,1.8,1.5,15.5
8082,2.4,2.5,16.0
8084,5.1,5.1,19.1
8085,3.5,4.1,17.5
8091,6.0,5.5,8.7
8094,4.7,3.9,6.7
8095,9.1,3.4,12.9
8096,5.5,1.5,15.5
8097,5.9,4.0,12.7
8101,10.2,7.0,2.6
8102,10.8,7.1,2.2
8103,11.8,6.8,2.8
8105,6.5,1.7,7.3
8106,9.1,5.3,3.2
8107,6.5,7.6,7.3
8111,12.6,11.3,6.9
8112,11.3,7.1,8.8
8121,6.5,8.2,10.7
8124,9.4,10.0,9.2
8131,2.0,3.6,11.6
8141,11.3,3.5,8.6
8144,9.2,4.1,10.6
8146,9.0,8.1,9.8
8147,6.0,5.3,11.1
8148,8.0,7.1,10.4
8151,10.4,7.1,9.4
8152,11.4,7.2,9.1
8153,9.5,5.2,7.9
8154,11.9,6.9,8.5
8161,11.7,2.5,15.8
8162,12.9,3.0,16.1
8166,10.8,3.3,12.4
8167,7.9,4.9,16.2
8171,7.8,1.3,9.0
8172,7.5,1.3,8.0
8181,8.6,1.2,16.5
8191,4.7,5.1,11.5
8193,2.8,1.7,14.9
8194,4.6,4.0,16.6
8196,4.1,8.6,12.1
8198,3.8,1.7,14.8
8211,2.9,6.6,4.8
8212,1.9,6.3,2.7
8218,12.0,5.7,10.9
8219,5.2,7.6,4.8
8221,7.4,6.5,7.6
8222,3.7,5.8,4.1
8223,1.3,4.4,2.6
8224,1.6,5.0,1.5
8225,3.3,6.0,1.4
8226,4.3,6.3,2.5
8231,2.6,3.2,1.9
8232,3.6,4.4,1.1
8233,4.0,5.5,1.3
8239,6.3,5.8,4.0
8241,5.4,3.5,5.1
8242,3.9,2.1,3.4
8243,4.8,3.4,2.7
8244,7.4,4.5,5.3
8245,5.5,6.0,2.8
8251,3.1,14.1,2.2
8252,2.2,15.3,2.1
8253,3.4,16.7,3.7
8254,1.6,14.2,0.7
8255,9.7,13.6,9.4
8256,9.3,11.4,10.9
8261,14.6,0.5,0.5
8262,15.3,1.2,1.1
8263,15.5,2.9,2.8
8264,15.2,2.1,2.0
8265,15.7,2.4,2.3
8266,14.7,2.5,2.4
8267,18.3,5.4,5.6
8271,14.1,2.3,2.4
8274,10.7,6.0,6.1
8275,6.9,7.9,5.9
8276,7.4,7.6,8.1
8277,16.2,3.6,3.8
8278,10.6,6.5,8.5
8281,15.7,4.4,12.9
8291,12.8,7.8,9.0
8293,10.1,7.5,7.5
8294,10.4,9.1,9.1
8301,9.0,8.6,1.0
8302,9.4,10.5,1.9
8303,10.7,9.3,1.8
8304,9.7,8.0,2.0
8305,7.7,11.5,4.4
8307,17.5,4.7,11.5
8308,18.0,1.8,10.2
8309,16.5,5.6,7.8
8311,15.8,9.5,8.9
8312,13.1,11.2,12.1
8313,12.7,5.5,13.6
8314,6.7,10.2,7.4
8315,2.5,10.8,9.9
8316,7.4,7.2,8.8
8317,13.7,6.8,14.5
8319,-99997.0,-99997.0,-99997.0
8321,21.5,1.3,12.7
8322,20.2,2.9,11.4
8325,13.4,0.9,15.8
8326,16.9,4.3,16.8
8331,13.7,0.9,1.4
8332,14.6,2.0,2.1
8333,11.7,2.8,3.1
8334,12.5,2.4,2.3
8335,10.5,4.0,3.9
8336,12.1,5.0,4.9
8337,10.3,6.1,6.0
8338,8.9,6.5,6.4
8339,9.8,5.9,5.8
8341,11.5,4.8,4.8
8342,11.4,6.9,6.9
8343,13.3,1.6,2.3
8344,11.1,3.3,3.8
8345,13.9,4.2,4.5
8346,14.6,4.0,4.1
8347,14.9,4.6,5.0
8351,16.8,5.2,10.0
8355,14.8,2.3,8.6
8356,12.7,0.7,14.6
8361,10.6,10.8,12.3
8362,13.5,4.0,13.3
8363,16.3,6.0,11.3
8371,16.8,6.5,9.0
8372,11.6,1.9,14.4
8373,6.8,6.7,14.8
8374,4.4,11.5,12.3
8375,9.1,9.3,11.4
8376,10.2,12.9,15.6
8377,15.9,10.5,12.5
8378,10.2,9.0,9.0
8381,16.1,0.7,10.9
8382,17.7,1.6,9.2
8383,16.8,2.8,7.4
8384,16.4,3.2,10.0
8385,16.5,3.5,12.9
8386,11.3,4.4,15.6
8387,13.3,6.1,17.2
8388,14.3,2.0,15.5
8389,13.1,2.7,15.2
8391,12.9,0.9,13.9
8392,12.1,5.0,18.0
8393,11.6,3.0,13.5
8394,8.5,4.5,15.2
8395,8.9,6.0,10.7
8396,7.1,6.0,10.1
8397,6.1,5.1,8.4
8398,8.0,7.0,9.8
8401,14.5,1.1,1.0
8403,11.7,4.2,4.5
8404,9.7,4.9,5.3
8405,9.5,6.3,6.6
8406,13.7,7.2,7.2
8407,14.1,3.1,2.9
8408,12.7,4.0,3.8
8409,10.9,7.5,7.2
8411,14.4,6.7,6.6
8412,14.4,10.1,10.0
8413,11.3,7.7,7.8
8414,9.0,9.4,9.6
8415,9.5,6.4,6.8
8421,13.1,6.5,11.7
8422,12.1,10.3,13.7
8423,9.6,13.1,16.3
8424,7.7,9.5,18.6
8425,4.3,13.6,21.2
8426,1.4,13.3,18.5
8427,3.8,12.3,18.2
8428,4.6,9.2,20.5
8431,6.6,10.2,20.6
8432,12.0,6.3,17.1
8433,13.5,5.9,13.0
8434,13.6,9.6,16.6
8435,11.8,12.0,15.4
8437,9.2,8.9,20.9
8438,8.2,8.2,19.7
8439,8.5,5.2,21.7
8441,4.1,1.1,0.8
8442,2.7,0.6,1.1
8443,1.1,0.9,2.6
8444,0.5,1.7,3.4
8445,1.9,2.1,3.6
8446,3.5,1.8,2.1
8447,4.6,2.5,2.3
8448,3.6,1.7,2.8
8449,8.0,5.1,5.2
8451,1.2,2.4,4.0
8452,1.7,3.4,4.9
8453,2.2,1.7,3.3
8454,4.7,5.6,7.3
8455,6.6,6.9,8.1
8456,6.7,3.9,4.1
8457,12.1,7.9,8.1
8458,9.1,6.1,6.4
8459,8.0,5.1,5.3
8461,4.3,3.5,4.9
8462,5.1,5.9,7.7
8463,7.7,3.5,8.7
8464,7.3,4.3,7.6
8465,6.9,4.7,4.4
8466,5.6,3.1,2.6
8467,9.0,7.5,8.4
8468,9.0,6.0,5.6
8469,7.6,4.7,4.2
8471,1.3,1.2,12.7
8472,2.3,0.9,12.3
8474,5.0,3.6,13.8
8475,8.4,7.0,14.8
8476,5.6,5.0,11.6
8477,4.3,4.6,8.3
8478,1.9,2.9,14.0
8479,3.7,4.6,15.7
8481,7.8,8.2,18.8
8482,9.0,11.5,17.2
8483,9.7,11.5,17.7
8484,11.2,12.3,18.0
8485,9.2,10.3,18.8
8486,5.7,6.9,14.9
8487,4.4,5.0,11.7
8488,3.7,3.6,9.7
8489,6.2,11.3,14.2
8491,15.5,7.1,12.3
8493,11.6,9.8,17.2
8494,16.4,7.0,13.1
8495,16.8,9.7,13.3
8497,20.1,12.9,15.1
8501,2.2,1.0,9.9
8502,3.6,1.9,10.2
8503,1.9,2.3,11.7
8505,4.6,2.8,11.7
8506,4.2,2.1,7.5
8507,8.1,3.4,10.3
8508,13.2,9.1,13.6
8511,8.3,6.5,14.9
8512,4.2,2.9,12.2
8513,5.2,0.3,9.5
8514,6.3,1.3,10.5
8515,7.4,2.5,11.5
8516,9.1,7.2,18.3
8517,2.8,3.5,11.9
8521,6.5,7.1,15.7
8522,11.5,3.4,16.9
8523,8.5,7.6,17.1
8524,10.4,9.6,15.6
8525,8.4,9.1,12.4
8526,8.0,8.8,11.3
8527,7.9,7.9,15.0
8528,9.6,10.3,13.4
8529,10.9,9.1,9.7
8531,14.8,1.1,16.6
8532,16.2,2.1,18.0
8534,13.8,2.6,18.4
8535,11.9,4.9,19.5
8536,15.0,5.9,18.0
8537,15.2,7.7,16.2
8538,12.7,7.2,18.6
8539,13.8,9.3,14.7
8541,6.5,4.7,12.8
8542,8.0,6.1,14.2
8551,13.1,10.8,11.9
8552,11.4,10.4,10.2
8553,14.6,11.8,13.4
8554,14.5,10.0,13.3
8556,13.8,0.4,19.7
8561,18.9,5.0,18.7
8563,16.4,2.5,20.9
8564,19.7,5.8,20.6
8565,18.5,4.6,22.6
8566,21.1,7.2,24.6
8567,23.8,9.9,25.4
8571,20.9,7.8,19.7
8572,26.4,12.4,25.0
8573,28.8,14.6,26.6
8574,29.3,13.7,25.2
8581,20.9,11.1,19.7
8582,23.7,11.5,22.5
8583,25.3,12.2,23.4
8584,28.8,12.4,23.9
8601,2.4,0.7,0.8
8602,3.0,1.4,1.4
8603,2.5,1.3,1.5
8604,2.9,2.2,2.6
8605,2.1,0.9,1.4
8606,1.2,0.9,1.3
8607,2.6,2.1,1.9
8608,3.0,1.8,1.7
8611,16.8,15.1,15.3
8612,16.2,13.8,14.2
8613,16.2,13.9,14.3
8614,13.8,11.6,11.9
8615,13.1,7.4,11.2
8616,11.9,8.5,9.9
8617,10.0,7.8,8.1
8618,7.1,4.8,5.1
8621,11.1,10.0,9.9
8622,7.8,6.8,6.6
8623,5.7,4.6,4.5
8624,4.3,5.3,5.8
8625,2.9,3.9,4.4
8626,3.3,3.7,4.1
8627,6.4,6.6,7.0
8628,5.4,4.5,5.0
8629,5.2,4.0,4.5
8631,4.9,3.8,4.0
8632,7.0,5.2,5.2
8633,4.1,2.4,2.3
8635,9.2,8.1,8.6
8636,13.5,7.4,12.8
8637,12.0,8.9,11.3
8641,9.7,5.9,9.0
8642,7.9,6.7,7.2
8644,9.1,7.9,8.4
8647,7.4,6.8,7.3
8651,5.8,4.0,4.1
8658,14.6,8.8,12.7
8701,12.3,0.8,10.3
8702,12.4,1.5,10.6
8711,23.8,0.9,10.7
8713,29.5,0.5,16.1
8715,36.7,10.8,26.1
8721,33.0,8.8,24.2
8722,34.2,6.2,21.1
8723,30.8,7.2,18.2
8724,27.3,5.8,15.7
8731,12.3,0.7,11.6
8732,11.1,2.6,10.5
8733,11.7,3.5,11.1
8734,12.9,3.0,11.2
8735,10.8,4.9,10.1
8736,9.6,7.9,8.8
8737,10.3,5.3,8.4
8741,11.2,4.5,9.3
8742,14.2,4.6,12.7
8743,14.7,2.8,12.2
8744,16.3,4.4,8.5
8745,17.2,5.2,7.9
8746,17.8,6.8,5.8
8747,17.8,8.3,4.2
8748,14.1,7.0,7.4
8749,14.9,8.6,8.6
8751,15.7,6.4,7.5
8752,21.6,0.1,8.5
8753,19.4,5.4,3.9
8754,20.9,8.8,0.8
8755,20.3,8.3,2.3
8756,22.6,8.2,2.7
8757,24.7,6.0,5.1
8758,19.0,6.8,4.6
8759,16.7,4.7,5.9
8761,22.1,3.7,8.0
8762,19.2,7.5,10.9
8763,18.4,5.5,9.2
8764,16.8,6.3,10.3
8765,15.4,3.9,11.2
8766,-99997.0,-99997.0,-99997.0
8771,8.4,4.2,6.5
8772,6.0,4.2,4.2
8773,6.5,4.8,4.7
8774,11.2,6.6,9.3
8775,23.4,3.9,13.2
8801,1.9,0.9,1.0
8802,1.8,1.7,1.7
8804,5.7,5.0,5.1
8805,5.8,5.2,5.2
8806,9.0,7.0,8.3
8807,5.0,3.5,3.7
8808,3.0,2.8,2.8
8809,4.5,4.3,4.3
8811,5.9,6.5,6.5
8812,3.8,4.9,5.0
8813,2.2,3.2,3.2
8814,4.3,4.7,4.7
8816,5.9,7.0,7.0
8821,12.7,4.8,12.3
8822,11.1,7.9,10.3
8823,9.4,5.8,8.8
8831,9.2,6.9,8.6
8832,10.1,8.9,10.8
8833,10.8,9.4,11.6
8834,11.7,9.0,11.1
8835,11.6,8.4,11.0
8841,8.6,8.0,8.0
8842,6.6,6.0,6.0
8843,9.3,4.7,8.7
8844,12.7,5.1,12.0
8845,11.1,3.7,10.5
8851,4.8,6.6,6.6
8852,6.6,8.8,8.8
8853,3.7,5.4,5.4
8854,2.4,7.4,7.4
8855,0.9,7.1,7.1
8856,2.0,6.9,8.4
8857,4.5,5.5,7.7
8861,8.5,0.8,9.1
8862,9.4,2.3,9.3
8871,6.7,4.0,5.4
8872,6.4,3.0,7.1
8881,40.3,0.9,19.5
8882,43.2,4.0,22.4
8883,44.1,3.6,23.3
8884,44.5,3.1,23.7
8885,44.5,3.5,23.8
8891,45.5,2.2,24.8
8892,45.7,2.5,25.0
8893,46.4,1.2,25.6
8894,47.3,0.6,26.5
8895,48.5,1.1,27.7
8896,49.6,2.2,28.8
8897,52.2,4.8,31.4
8899,41.3,0.7,0.6
8911,1.4,0.4,0.8
8912,0.7,1.6,1.7
8913,1.1,0.9,1.0
8914,1.3,1.4,1.5
8915,2.4,2.2,2.3
8916,1.7,1.1,1.2
8917,1.9,1.0,1.2
8918,2.9,1.9,2.3
8919,3.4,2.4,2.8
8921,2.4,1.3,1.8
8922,2.6,1.2,1.9
8923,3.6,2.2,2.9
8924,3.4,2.2,2.7
8925,4.9,3.9,4.4
8926,5.2,4.0,4.6
8927,4.4,3.5,4.2
8931,2.0,2.2,2.6
8932,1.7,1.3,1.6
8933,2.0,1.3,1.6
8934,2.2,1.6,2.0
8935,3.5,3.0,3.3
8936,3.2,2.6,3.0
8937,2.8,2.1,2.4
8938,5.3,4.8,5.1
8939,5.8,5.3,5.6
8941,5.1,4.7,5.0
9001,14.8,0.9,14.8
9003,10.5,9.4,12.1
9004,11.5,10.8,12.1
9005,8.6,8.1,8.4
9006,10.2,7.0,10.0
9007,10.9,5.0,10.8
9008,11.6,6.8,11.4
9009,13.9,6.0,13.8
9011,11.8,3.8,12.6
9012,12.2,6.9,12.0
9013,10.3,7.2,10.2
9014,8.8,8.2,8.8
9021,12.1,9.5,11.5
9022,12.7,11.8,13.7
9023,10.4,11.1,11.3
9024,9.1,9.7,10.0
9025,8.1,9.0,9.1
9026,6.8,7.7,7.8
9027,7.9,8.8,8.9
9031,5.5,6.4,6.5
9032,6.0,6.9,7.0
9033,4.8,5.7,5.8
9034,5.0,5.0,5.1
9035,7.3,7.9,7.9
9036,9.0,9.7,9.8
9037,6.3,7.4,7.4
9038,7.4,7.4,7.5
9041,10.6,11.1,11.1
9043,10.9,12.2,12.1
9044,9.4,9.4,9.5
9045,8.6,8.5,8.6
9047,8.4,10.2,10.2
9051,8.3,7.6,7.7
9053,10.7,10.0,10.0
9054,11.9,10.0,11.3
9055,7.3,6.6,6.7
9056,6.1,5.4,5.5
9057,5.0,4.3,4.4
9061,5.4,8.2,10.1
9062,6.3,7.0,11.6
9063,6.9,7.0,12.4
9064,7.8,5.2,13.1
9067,8.1,5.4,13.5
9071,12.8,12.1,12.2
9072,15.7,17.0,17.1
9073,16.2,7.6,15.6
9074,14.2,8.1,13.6
9075,10.0,13.2,13.2
9076,14.7,15.0,15.1
9077,12.8,12.1,12.2
9078,15.4,13.4,14.8
9079,11.5,13.4,13.4
9081,4.8,3.4,4.1
9082,7.8,6.7,7.1
9083,4.7,3.2,3.9
9084,4.2,3.7,4.1
9085,4.9,4.4,4.7
9086,5.6,5.1,5.4
9087,7.3,6.9,7.2
9088,7.5,7.0,7.3
9089,8.6,8.0,8.4
9091,11.1,5.7,10.5
9101,1.7,1.1,9.3
9102,2.4,1.2,8.5
9103,1.2,1.7,10.7
9104,4.7,4.7,14.0
9105,6.7,5.9,15.2
9106,4.5,3.9,12.6
9107,7.6,4.3,15.4
9108,3.3,3.3,16.1
9109,2.0,2.0,16.5
9111,10.2,0.4,16.0
9112,10.2,0.7,15.3
9113,4.5,5.3,13.5
9114,4.9,5.9,13.9
9121,3.4,2.3,8.0
9122,5.6,4.4,5.0
9123,7.4,6.7,4.1
9124,7.5,7.7,5.7
9125,4.0,4.1,9.0
9131,7.7,7.9,8.1
9132,10.8,10.4,11.0
9133,9.1,5.6,7.6
9134,9.7,4.1,4.4
9135,8.7,5.4,4.9
9136,9.8,1.0,3.6
9137,9.1,4.2,1.5
9138,7.1,5.8,3.4
9141,11.5,5.6,3.8
9142,10.2,0.5,3.1
9143,11.2,3.0,1.3
9144,7.5,6.3,6.1
9145,9.0,7.8,7.3
9146,6.7,5.6,7.2
9147,7.0,5.8,8.6
9148,5.2,4.3,10.2
9151,9.7,8.8,12.3
9152,8.1,7.1,12.3
9153,7.1,6.2,11.2
9154,6.0,5.0,11.6
9155,5.5,4.6,12.9
9156,4.1,3.2,11.5
9161,3.8,0.4,37.1
9162,0.5,3.7,33.5
9163,6.2,0.9,27.9
9164,8.0,0.4,29.5
9166,17.1,24.5,27.2
9171,12.6,7.6,15.6
9172,14.2,7.3,18.0
9173,12.4,5.9,18.6
9174,10.4,3.7,17.7
9175,9.2,4.7,16.6
9176,7.5,6.3,14.8
9177,11.1,1.9,17.5
9178,12.8,3.0,17.9
9201,6.0,1.5,1.1
9202,4.2,1.9,1.9
9203,5.3,1.1,0.8
9204,7.2,2.6,2.5
9205,8.3,4.2,4.1
9206,8.0,3.1,2.2
9207,7.1,2.7,2.1
9211,7.5,4.9,4.5
9212,9.5,5.5,5.3
9213,10.1,5.1,5.0
9214,11.2,6.2,6.0
9215,15.3,10.5,10.4
9216,10.6,4.4,8.6
9217,7.9,6.8,6.4
9218,8.9,5.0,4.2
9219,5.6,8.1,7.7
9221,9.0,4.4,5.7
9222,6.8,6.1,6.1
9223,9.3,5.3,7.6
9231,13.1,4.8,12.0
9233,10.4,4.1,8.6
9241,9.1,12.1,11.6
9243,10.8,12.6,13.9
9244,8.2,7.4,6.8
9245,13.0,9.7,9.6
9246,5.9,5.7,5.2
9247,3.6,6.9,6.7
9248,8.9,11.7,11.6
9249,6.7,9.0,8.9
9251,1.6,1.7,14.5
9254,4.5,5.2,11.6
9255,3.2,7.2,9.9
9256,3.4,7.9,10.4
9257,4.1,3.1,15.8
9258,8.7,6.2,15.0
9261,5.6,5.2,10.8
9262,3.4,5.2,11.8
9263,5.1,6.3,12.4
9264,9.6,3.2,13.3
9265,6.9,7.7,13.7
9269,2.5,2.5,16.2
9271,4.2,4.2,18.5
9281,12.1,1.9,11.2
9283,15.5,6.1,15.1
9284,14.7,5.5,15.4
9285,12.3,1.2,19.6
9286,9.7,4.4,16.9
9287,6.6,6.4,19.5
9288,11.1,5.2,14.7
9289,10.9,2.9,12.3
9291,12.3,4.4,17.3
9292,14.4,4.8,19.5
9293,15.7,9.5,16.2
9294,9.7,4.6,15.6
9295,7.0,6.7,13.3
9296,8.3,5.4,15.5
9297,8.2,3.1,17.6
9298,6.7,5.0,17.4
9299,5.9,5.9,20.0
9301,4.9,1.4,1.4
9302,5.2,2.6,2.6
9304,8.4,2.9,3.2
9305,7.4,2.7,2.8
9306,8.2,3.0,3.1
9307,8.8,4.8,4.9
9311,4.8,3.1,3.1
9312,1.6,1.0,4.1
9313,4.0,2.5,2.6
9314,6.0,3.3,3.2
9315,7.9,5.4,5.2
9321,9.0,5.1,5.3
9331,12.3,7.6,9.0
9333,10.5,5.3,5.4
9334,9.1,9.8,10.2
9335,9.4,6.5,10.7
9336,6.4,7.4,7.9
9337,12.5,5.7,10.7
9341,13.1,3.2,13.8
9342,12.3,5.5,8.6
9343,11.9,7.9,11.2
9351,2.4,1.6,6.1
9354,7.2,6.3,7.5
9355,3.7,3.6,8.4
9356,3.4,2.7,7.2
9359,7.3,6.9,11.5
9361,6.4,5.8,10.3
